PRODID	NAME
26043	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 2 мл [с нож.амп.] пач.картон. 10 Ай Си Эн Полифарм
26044	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Ай Си Эн Октябрь
26045	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 УфаВита
26046	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. НОБИ АО биотехнологических новаций
26047	Дибазола раствор для инъекций р-р д/ин. 1 % Фармамед
26048	Дибазола раствор для инъекций р-р д/ин. Межбольничная аптека медицинского центра Управления делами П
26049	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 5 мл 5 [с нож.амп.] пач.картон. 10 Биохимик
26050	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 5 мл пач.картон. 10 Синтез АКО
26051	Дибазола раствор для инъекций р-р д/ин. 1 % амп. НОБИ АО биотехнологических новаций
26052	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Самсон-Мед
26053	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Санкт-Петербургски
26054	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Ай Си Эн Полифарм
26055	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Органика
26056	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Иммунопрепарат
26057	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 2 мл [с нож.амп.] пач.картон. 10 Борисовский ЗМП
26058	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл Фармакон
26059	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 5 мл [с нож.амп.] пач.картон. 10 Дальхимфарм
26060	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Дальхимфарм
26061	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 2 мл [с нож.амп.] пач.картон. 10 Дальхимфарм
26062	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 1 мл [с нож.амп.] пач.картон. 10 Дальхимфарм
26063	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 5 мл [с нож.амп.] пач.картон. 10 Биосинтез
26064	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 2 мл [с нож.амп.] пач.картон. 10 Биосинтез
26065	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 2 мл [с нож.амп.] пач.картон. 10 Ай Си Эн Полифар
26066	Дибазола раствор для инъекций р-р д/ин. 0,5 % амп. 5 мл [с нож.амп.] пач.картон. 10 Верофарм (Вороне
26067	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 5 мл [с нож.амп.] пач.картон. 10 Новосибхимфарм
26068	Дибазола раствор для инъекций р-р д/ин. 1 % амп.в уп.контурн.яч. 1 мл 5 [с нож.амп.] пач.картон. 2 Д
26069	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 2 мл [с нож.амп.] пач.картон. 10 Новосибхимфарм
26070	Дибазола раствор для инъекций р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Мосхимфармпрепарат
26072	Дибазола раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Биостимулятор О
26073	Дибазола раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Таллиннский фар
26074	Дибазола раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл [с нож.амп.] пач.картон. 10 Санитас
26075	Дибазола раствор для инъекций 1% р-р д/ин. 1 % амп. 1 мл ОЗ ГНЦЛС
26077	Дибазола таблетки табл.детск. 0,002 г УфаВита
26078	Дибазола таблетки табл.детск. 0,004 г уп.контурн.б/яч. 10 Ай Си Эн Октябрь
26079	Дибазола таблетки табл.детск. 0,002 г бум. 10 Асфарма
26080	Дибазола таблетки табл. 0,02 г уп.контурн.б/яч. 10 Органика
26081	Дибазола таблетки табл.детск. 0,002 г Фармакон
26082	Дибазола таблетки табл.детск. 0,002 г Уралбиофарм
26083	Дибазола таблетки табл.детск. 0,002 г уп.контурн.б/яч. 10 Дальхимфарм
26084	Дибазола таблетки табл. 0,02 г уп.контурн.б/яч. 10 пач.картон. 2 Органика
26085	Дибазола таблетки табл.детск. 0,003 г Фитофарм-НН
26086	Дибазола таблетки табл.детск. 0,004 г Фитофарм-НН
26087	Дибазола таблетки табл.детск. 0,002 г Фитофарм-НН
26088	Дибазола таблетки табл.детск. 0,002 г Фармамед
26089	Дибазола таблетки табл.детск. 0,004 г Фармамед
26091	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Асфарма
26092	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Ай Си Эн Томскхимфарм
26093	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 пач.картон. 2 Ирбитский химфармзавод
26094	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Ирбитский химфармзавод
26095	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 Ирбитский химфармзавод
26096	Дибазола таблетки 0,02 г табл. 20 мг уп.контурн.б/яч. 10 Белмедпрепараты
26097	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Биосинтез
26098	Дибазола таблетки 0,02 г табл. 20 мг уп.контурн.б/яч. 10 Луганский ХФЗ
26099	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Щелковский витаминный завод
26100	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Дальхимфарм
26101	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Лекформ
26102	Дибазола таблетки 0,02 г табл. 0,02 г Бивитех
26103	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Межбольничная аптека медицинского центра У
26104	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 Фитофарм-НН
26105	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Синтез АКО
26106	Дибазола таблетки 0,02 г табл. 0,02 г Лекраспром
26107	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 пач.картон. 2 Фармалена ЗАО
26108	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Фармалена ЗАО
26109	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 пач.картон. 1 Фармалена ЗАО
26110	Дибазола таблетки 0,02 г табл. 0,02 г Фармакор Продакшн
26111	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Ферейн
26112	Дибазола таблетки 0,02 г табл. 20 мг уп.контурн.яч. 10 Медисорб
26113	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.яч. 10 Фармакон
26114	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Фармакон
26115	Дибазола таблетки 0,02 г табл. 20 мг уп.контурн.б/яч. 10 Медисорб
26116	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Московская фармфабрика
26117	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 УфаВита
26118	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Ай Си Эн Октябрь
26119	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Биохимик
26120	Дибазола таблетки 0,02 г табл. 0,02 г уп.контурн.б/яч. 10 Уралбиофарм
27648	Доппельгерц Женьшень Актив эликсир фл.темн.стекл. 20 мл кор. 1 Queisser Pharma
27649	Доппельгерц Женьшень Актив эликсир фл.темн.стекл. 250 мл кор. 1 Queisser Pharma
27655	Доппельгерц Энерготоник эликсир фл. 20 мл кор. 1 Queisser Pharma
27656	Доппельгерц Энерготоник эликсир фл. 250 мл кор. 1 Queisser Pharma
28519	ЖЕЛЕЗО ПЛЮС Леди"с формула табл. фл. 90 пач.картон. 1 VitaPharm Canada Ltd.
28747	Женьшень капс. 300 мг Лаборатория "Ален Бешер"
28748	Женьшень капс. 350 мг фл.темн.стекл. 24 пач.картон. 1 KRKA
28749	Женьшень табл. 900 мг Body Dinamics Inc.
28773	Женьшеня биомасса сухая лек.раст.сырье Новые технологии в фармацевтике
28774	Женьшеня биомасса сухая лек.раст.сырье
28842	Женьшеня экстракт экстр.жидк. фл. 10 мл Гринвуд
31542	Интермедин пор.д/ин. 10000 ЕД/г
34126	Кардиоэйс капс.мягк. бл. 15 кор. 2 Vitabiotics
35474	Клостерфрау МЕЛИСАНА эликсир фл. 155 мл пач.картон. 1 M.C.M. KLOSTERFRAU
35475	Клостерфрау МЕЛИСАНА эликсир фл. 95 мл пач.картон. 1 M.C.M. KLOSTERFRAU
35476	Клостерфрау МЕЛИСАНА эликсир фл. 47 мл пач.картон. 1 M.C.M. KLOSTERFRAU
35477	Клостерфрау МЕЛИСАНА эликсир фл. 235 мл пач.картон. 1 M.C.M. KLOSTERFRAU
36398	Концентрат сиропообразный Виолетта-5 сироп фл.стекл. 250 мл Виолетта
38481	Кьюджель капс. 15 мг Tishcon Corporation
38483	Кьюджель форте капс. 30 мг Tishcon Corporation
38709	Лакринат табл. 200 мг фл. 60 ИНАТ-ФАРМА
38710	Лакринат табл. 200 мг фл. 120 ИНАТ-ФАРМА
38711	Лакринат табл. 200 мг фл. 200 ИНАТ-ФАРМА
38823	Ламивит р-р для приема внутрь фл. 100 мл пач.картон. 1 Брынцалов-А
38910	Ламинарии экстракт густой экстр.густ. бан. 0,5 кг Самсон-Мед
40209	Лимонтар табл.д/р-ра для приема внутрь уп.контурн.яч. 30 пач.картон. 1 Биотики МНПК
40210	Лимонтар табл. уп.контурн.яч. 30
40239	Линг Зи Женьшень капс. Central Pharmaceutical Factory N 26
40241	Линг Зи Женьшень чай сбор лек. фильтр-пак. Central Pharmaceutical Factory N 26
42885	Маточное молочко с женьшенем жидк. для приема внутрь фл. 10 мл 2-й Харбинский фармзавод
45905	Мумие (Шиладжит) капс. 0,2 г уп. 50 Dabur
45906	Мумие (Шиладжит) капс. 0,2 г уп. 10 Dabur
45907	Мумие (Шиладжит) пор. уп. 5 кг Dabur
45908	Мумие (Шиладжит) капс. 0,2 г уп. 100 Dabur
45910	Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 пач.картон. 2 Эвалар
45911	Мумие алтайское очищенное табл. 0,2 г уп.контурн.б/яч. 10 Эвалар
45918	Мумие очищенное табл. 0,2 г уп. 60 БиовитОсОО
45920	Мумие очищенное Архар-Таш табл. 0,2 г Стрелец ОсОО
45922	Мумие очищенное Асиль табл. 0,2 г Стрелец ОсОО
45924	Мумие очищенное Асиль-С сырье д/БАД Стрелец ОсОО
50776	Овса настойка настойка фл.темн.стекл. 100 мл Пятигорская фармфабрика
50777	Овса настойка настойка фл. 330 мл Симот
50778	Овса настойка настойка фл.темн.стекл. 250 мл кор. 1 Санкт-Петербургская фармфабрика
50779	Овса настойка настойка фл.темн.стекл. 100 мл Фармакон
50780	Овса настойка настойка фл.темн.стекл. 100 мл кор. 1 Санкт-Петербургская фармфабрика
51834	Оригинальные капли Биттнера капли для приема внутрь и д/наружн.прим. фл.-кап. 100 мл Bittner
51835	Оригинальные капли Биттнера капли для приема внутрь и д/наружн.прим. фл.-кап. 50 мл Bittner
51836	Оригинальные капли Биттнера капли для приема внутрь и д/наружн.прим. фл.-кап. 30 мл Bittner
51838	Оригинальный большой бальзам Биттнера бальзам для приема внутрь фл. 500 мл Bittner
51839	Оригинальный большой бальзам Биттнера бальзам для приема внутрь фл. 100 мл Bittner
51840	Оригинальный большой бальзам Биттнера бальзам для приема внутрь фл. 50 мл Bittner
51841	Оригинальный большой бальзам Биттнера бальзам для приема внутрь фл. 250 мл Bittner
52585	Панта-Форте бальзам бальзам для приема внутрь бут. 500 мл Ай Си Эн Томскхимфарм
52586	Панта-Форте бальзам бальзам для приема внутрь бут. 250 мл Ай Си Эн Томскхимфарм
52587	Панта-Форте бальзам бальзам для приема внутрь бут. 300 мл Ай Си Эн Томскхимфарм
52588	Панта-Форте бальзам бальзам для приема внутрь фл.темн.стекл. 100 мл Ай Си Эн Томскхимфарм
52659	Пантогематоген Алтамар N 1 табл. 0,25 г Алтамар
52660	Пантогематоген Алтамар N 1 капс. 0,25 г Алтамар
52662	Пантогематоген Алтамар N 2 табл. 0,25 г Алтамар
52663	Пантогематоген Алтамар N 2 капс. 0,25 г Алтамар
52665	Пантогематоген Алтамар N 3 табл. 0,25 г Алтамар
52666	Пантогематоген Алтамар N 3 капс. 0,25 г Алтамар
52668	Пантогематоген Алтамар N 4 капс. 0,25 г Алтамар
52669	Пантогематоген Алтамар N 4 табл. 0,25 г Алтамар
57192	ПРЕДМЕНСТРУАЛЬНЫЙ СИНДРОМ Леди"с формула капс. фл. 50 пач.картон. 1 VitaPharm Canada Ltd.
58036	Прополис субст.
58037	Прополис субст. 0,5 кг
58038	Прополис субст. 0,5 кг
58039	Прополис мазь бан. 15 г Московская фармфабрика
58040	Прополис мазь туба 30 г пач.картон. 1 Московская фармфабрика
58041	Прополис мазь туба 50 г Московская фармфабрика
58042	Прополис мазь бан.п/стир. 30 г пач.картон. 1 Целитель Центр Апитерапии
58043	Прополис субст. 0,2 кг
58044	Прополис капс. 270 мг Лаборатория "Ален Бешер"
58045	Прополис субст. 0,2 кг
58061	Прополис с глюкозой табл. 0,4 г Апика НПО
58128	Прополисное молочко жидк. фл. 100 мл Апика НПО
58129	Прополисное молочко жидк. фл. 50 мл Апика НПО
58130	Прополисное молочко жидк. фл. 30 мл Апика НПО
58131	Прополисное молочко жидк. 0,005-0,150 л фл. Частное предприятие А.Бая
60459	Рибасан форте капс. 1470 мг уп. 40 Diet Pharma
62586	Сарженор р-р для приема внутрь 1 г/5 мл амп. 5 мл уп. 40 Laboratoires Sarget
62587	Сарженор р-р для приема внутрь 1 г/5 мл амп. 5 мл кор. 20 Laboratoires Sarget
62588	Сарженор табл.шип. 1 г труб. 20 уп. 2 Laboratoires Sarget
62589	Сарженор табл.жев. 1 г уп. 20 Laboratoires Sarget
62590	Сарженор табл.жев. 1 г уп. 40 Laboratoires Sarget
62591	Сарженор табл.шип. 1 г труб. 10 уп. 2 Laboratoires Sarget
66598	Суппозитории ректальные с дибазолом 0,002 г для детей супп.рект.детск. 2 мг уп.контурн.яч. 5 пач.кар
66599	Суппозитории ректальные с дибазолом 0,002 г для детей супп.рект.детск. 2 мг уп.контурн.яч. 5 пач.кар
69716	Трекрезан субст.-пор. бан. 0,5 кг Усолье-Сибирский ХФК
69717	Трекрезан субст.-пор. бан. 0,5 кг Щелковский витаминный завод
69718	Трекрезан субст.-пор. бан. 1 кг Усолье-Сибирский ХФК
69720	Трекрезана таблетки табл. 0,2 г бан. 50 кор. 1 Щелковский витаминный завод
69721	Трекрезана таблетки табл. 0,1 г Щелковский витаминный завод
72056	ФиБС р-р д/ин. амп. 1 мл пач.картон. 10
72057	ФиБС р-р д/ин.п/к амп. 1 мл [с нож.амп.] кор. 10 Биостимулятор Одесское ПХФО
74313	Хвойный экстракт в брикетах пор. пак. 25 г Тихвинский лесохимический завод
74314	Хвойный экстракт в брикетах брикеты 50 г Тихвинский лесохимический завод
74315	Хвойный экстракт в брикетах брикеты 50 г Био-Биз
74316	Хвойный экстракт в брикетах пор. пак. 25 г Био-Биз
74318	Хвойный экстракт натуральный экстр.жидк. фл. 500 мл Тихвинский лесохимический завод
74319	Хвойный экстракт натуральный экстр.жидк. фл.ПЭ 200 мл Био-Биз
77072	Цыгапан пор. 0,4 г уп.контурн.б/яч. 2 кор. 15 Планета Здоровья-2000
77073	Цыгапан капс. 0,4 г бан. 30 кор. 1 Планета Здоровья-2000
77074	Цыгапан табл. 0,4 г уп.контурн.б/яч. 6 кор. 5 Планета Здоровья-2000
77075	Цыгапан капс. 0,4 г бан. 60 кор. 1 Планета Здоровья-2000
77076	Цыгапан пор. 0,4 г уп.контурн.б/яч. 2 кор. 45 Планета Здоровья-2000
77077	Цыгапан капс. 0,4 г бан. 120 кор. 1 Планета Здоровья-2000
77079	Цыгапан для детей табл. 0,4 г уп.контурн.б/яч. 6 кор. 5 Планета Здоровья-2000
77080	Цыгапан для детей капс. 0,2 г бан. 60 кор. 1 Планета Здоровья-2000
78024	Чилибухи настойка настойка
78026	Чилибухи семя лек.раст.сырье
78028	Чилибухи экстракт сухой экстр.сух.
78278	Шам Куи Дай Бо бальзам для приема внутрь фл. 300 мл Central Pharmaceutical Factory N 25
78439	Шиповник (плоды) плоды Сервисмед
78440	Шиповник (плоды) плоды Сибирские Лекарственные Средства
78441	Шиповник (плоды) плоды пак.бум. 100 г пач.картон. 1 Катрен-Фарм
78442	Шиповник (плоды) плоды Самаралектравы
78468	Шиповника плодов сироп сироп детск. Юнифарм
78469	Шиповника плодов сироп сироп детск. бут. 250 мл Алтайвитамины
78470	Шиповника плодов сироп сироп детск. Барнаульская фармфабрика
78471	Шиповника плодов сироп сироп детск. Красноярская фармфабрика
78472	Шиповника плодов сироп сироп детск. бут. 330 мл Кировская фармфабрика
78473	Шиповника плодов сироп сироп детск. бут. 200 мл кор. 1 ICN Марбиофарм
78474	Шиповника плодов сироп сироп детск. Пятигорская фармфабрика
78475	Шиповника плодов сироп сироп детск. Флора Кавказа
78476	Шиповника плодов сироп сироп детск. бут. 200 мл Асфарма
78477	Шиповника плодов сироп сироп детск. бут. 200 мл УфаВита
78478	Шиповника плодов сироп сироп детск. фл.темн.стекл. 100 мл Тверская фармфабрика
78479	Шиповника плодов сироп сироп детск. Московская фармфабрика
78480	Шиповника плодов сироп сироп детск. Самарская фармфабрика
78481	Шиповника плодов сироп сироп детск. бут. 0,33 л УфаВита
78482	Шиповника плодов сироп сироп детск. бут. 250 мл пач.картон. 1 Алтайвитамины
78483	Шиповника плодов сироп сироп детск. бут. 100 мл УфаВита
78484	Шиповника плодов сироп сироп детск. Фитон Российско-корейское предприятие
78485	Шиповника плодов сироп сироп детск. Фито-Бот
78486	Шиповника плодов сироп сироп детск. фл.темн.стекл. 100 мл Фитофарм-НН
78487	Шиповника плодов сироп сироп детск. бут. 330 мл Алтайвитамины
78488	Шиповника плодов сироп сироп детск. ПП-ВОИ
78489	Шиповника плодов сироп сироп детск. Медтехфарм
78490	Шиповника плодов сироп сироп детск. фл.темн.стекл. 100 мл пач.картон. 1 Алтайвитамины
78491	Шиповника плодов сироп сироп детск. фл. 100 мл пач.картон. 1 Новосибирская фармфабрика
78492	Шиповника плодов сироп сироп детск. Фито-ЭМ аграрно-промышленная компания
78493	Шиповника плодов сироп сироп детск. бут. 200 мл Кировская фармфабрика
78494	Шиповника плодов сироп сироп детск. Ижевская фармфабрика
78496	Шиповника плоды плоды пач.картон. 75 г Краснодарская фармфабрика
78497	Шиповника плоды плоды пак.бум. 75 г пач.картон. 1 Фитофарм ПКФ
78498	Шиповника плоды плоды Новосибирская фармфабрика
78499	Шиповника плоды плоды Природа для Вас
78500	Шиповника плоды плоды Московская фармфабрика
78501	Шиповника плоды плоды Агрофитофарм
78502	Шиповника плоды плоды СЭЗ-Фармгород
78503	Шиповника плоды плоды Адамантан-Пенза
78504	Шиповника плоды плоды Лек С фирма
78505	Шиповника плоды плоды Апекс
78506	Шиповника плоды плоды Народная медицина медицинская компания
78507	Шиповника плоды плоды пач.картон. 50 г Красногорсклексредства
78508	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Красногорсклексредства
78509	Шиповника плоды плоды Тибет
78510	Шиповника плоды плоды пач.картон. 100 г Краснодарская фармфабрика
78511	Шиповника плоды плоды Травы Башкирии
78512	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Фитофарм ПКФ
78513	Шиповника плоды плоды пак. 130 г Красногорсклексредства
78514	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Пятигорская фармфабрика
78515	Шиповника плоды плоды пач.картон. 50 г Краснодарская фармфабрика
78516	Шиповника плоды плоды Алтайвитамины
78517	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Курскфармация
78518	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Пятигорская фармацевтическая академия с опытным п
78519	Шиповника плоды плоды Кемеровская фармфабрика
78520	Шиповника плоды плоды Омская фармфабрика
78521	Шиповника плоды плоды Самарская фармфабрика
78522	Шиповника плоды плоды Фарос-21
78523	Шиповника плоды плоды Медтехфарм
78524	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Мыс Надежды
78525	Шиповника плоды плоды Иван-Чай
78526	Шиповника плоды плоды Рудольф и семья
78527	Шиповника плоды плоды Фито-ЭМ аграрно-промышленная компания
78528	Шиповника плоды плоды Зеленая аптека
78529	Шиповника плоды плоды пач.картон. 100 г Рослекраспром
78530	Шиповника плоды плоды Ст.-Медифарм
78531	Шиповника плоды плоды пач.картон. 50 г Герба
78532	Шиповника плоды плоды Фитофарм-НН
78533	Шиповника плоды плоды Тамбовфармация
78534	Шиповника плоды плоды Травник
78535	Шиповника плоды плоды Владивостокская фармфабрика
78536	Шиповника плоды плоды фильтр-пак. 2 г пач.картон. 10 Красногорсклексредства
78537	Шиповника плоды плоды Лекраспром
78538	Шиповника плоды плоды Техмедсервис
78539	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Здоровье фирма
78540	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Авентин-Экохелп
78541	Шиповника плоды плоды Ярославская фармфабрика
78542	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Ленмедснаб-Доктор W ЗАО
78543	Шиповника плоды плоды СОиК
78544	Шиповника плоды плоды Панто-Витамин
78545	Шиповника плоды плоды Виктовит
78546	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Панацея-Кавказ ООО
78547	Шиповника плоды плоды ПК Аконит
78548	Шиповника плоды плоды Ижевская фармфабрика
78549	Шиповника плоды плоды фильтр-пак. 4 г уп. 20 Фитофарм ПКФ
78550	Шиповника плоды плоды пак.бум. 75 г пач.картон. 1 Панацея-Кавказ ООО
78551	Шиповника плоды плоды Олвуд
78552	Шиповника плоды плоды Екатеринбургская фармфабрика
78553	Шиповника плоды плоды Сервисмед
78554	Шиповника плоды плоды Рудаз ПКФ
78555	Шиповника плоды плоды Фитомед
78556	Шиповника плоды плоды пак. 75 г Волгоградская фармфабрика
78557	Шиповника плоды плоды Фитос НПЦ нетрадиционной медицины
78558	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Фитофарм ПКФ
78559	Шиповника плоды плоды Ростовская фармфабрика
78560	Шиповника плоды плоды Копейская фармфабрика
78561	Шиповника плоды плоды пач.картон. 100 г Асфарма
78562	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Панацея-Кавказ ООО
78563	Шиповника плоды плоды Старт НПО
78564	Шиповника плоды плоды пач.картон. 100 г Санкт-Петербургская фармфабрика
78565	Шиповника плоды плоды Энси
78566	Шиповника плоды плоды Тульская фармфабрика
78567	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Витасан-Плант
78568	Шиповника плоды плоды Тверская фармфабрика
78569	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Востокбиопродукт ООО
78570	Шиповника плоды плоды пак. 50 г Волгоградская фармфабрика
78571	Шиповника плоды плоды пак. 100 г Волгоградская фармфабрика
78572	Шиповника плоды плоды Камила
78573	Шиповника плоды плоды Фито ММ
78574	Шиповника плоды плоды Красноярская фармфабрика
78575	Шиповника плоды плоды МАГ
78576	Шиповника плоды плоды пач.картон. 100 г Астраханская фармфабрика
78577	Шиповника плоды плоды пач.картон. 150 г Лектравы
78578	Шиповника плоды плоды пач.картон. 100 г КМВ-Фармация
78579	Шиповника плоды плоды Фито-Бот
78580	Шиповника плоды плоды пач.картон. 100 г Новосибхимфарм
78581	Шиповника плоды плоды Аура-Фарм
78582	Шиповника плоды плоды фильтр-пак. 4 г пач.картон. 20 Ленмедснаб-Доктор W ЗАО
78583	Шиповника плоды плоды Магнолия Сообщество МФП
78584	Шиповника плоды плоды Арника
78585	Шиповника плоды плоды Калининградская фармфабрика
78586	Шиповника плоды плоды Фармапол
78587	Шиповника плоды плоды фильтр-пак. 2 г пач.картон. 10 Красногорсклексредства
78588	Шиповника плоды плоды Кировская фармфабрика
78589	Шиповника плоды плоды Фиторесурс
78590	Шиповника плоды плоды Флора Кавказа
78591	Шиповника плоды плоды Старт-Фито
78592	Шиповника плоды плоды Юнифарм
78593	Шиповника плоды плоды Фито-Синто
78595	Шиповника плоды (низковитаминных видов) плоды Владивостокская фармфабрика
78596	Шиповника плоды (низковитаминных видов) плоды Травник
78597	Шиповника плоды (низковитаминных видов) плоды Юнифарм
78598	Шиповника плоды (низковитаминных видов) плоды Адамантан-Пенза
78599	Шиповника плоды (низковитаминных видов) плоды пач.картон. 130 г Красногорсклексредства
78600	Шиповника плоды (низковитаминных видов) плоды СЭЗ-Фармгород
78602	Шиповника плоды низковитаминные плоды пак.бум. 70 г пач.картон. 1 Ст.-Медифарм
78603	Шиповника плоды низковитаминные плоды пак.бум. 100 г пач.картон. 1 Ст.-Медифарм
78604	Шиповника плоды низковитаминные плоды фильтр-пак. 2 г пач.картон. 10 Ст.-Медифарм
78608	Шиповника сироп плюс витамин С сироп бан.темн.стекл. 100 мл кор. 1 ICN Марбиофарм
78609	Шиповника сироп плюс витамин С сироп бут. 250 мл уп. 1 ICN Марбиофарм
78611	Шиповника экстракт сухой лек.раст.сырье бан.темн.стекл. 0,5 кг Аффи
78612	Шиповника экстракт сухой лек.раст.сырье бан.темн.стекл. 0,5 кг Адонис-Прим
78616	Шиповника экстракта сухого гранулы гран.доз.д/р-ра для приема внутрь пак. 0,2 г ВИФИТЕХ
80262	Энерго-Тоник Лайф формула капс. Verron Holding Inc.
80276	Энерион табл.п.о. 200 мг уп.контурн.яч. 15 кор. 4 Servier
80277	Энерион табл.п.о. 200 мг уп.контурн.яч. 10 кор. 2 Servier
80278	Энерион табл.п.о. 200 мг уп.контурн.яч. 15 кор. 2 Servier
80857	Эрофитон жидк. для приема внутрь 100-750 мл фл. В-МИН ООО
81578	Эубикор пор. уп. 3 г пач.картон. 30 Валмед
81579	Эубикор пор. уп. 100 г Валмед
82070	Ярсин 300 табл.п.о. 300 мг бл. 25 кор. 2 Lichtwer Pharma
82206	Шиповника плодов сироп сироп 100 мл ВИФИТЕХ
83122	Шиповника плодов сироп сироп детск. бут. 250 мл УфаВита
83181	Мумие алтайское очищенное табл. 0,2 г уп. 30 Кипрей
83306	Шиповника плоды плоды фильтр-пак. 4 г уп. 20 Аура-Фарм
83827	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Иван-Чай
83863	Шиповника плодов сироп сироп детск. бут. 100 мл ВИФИТЕХ
84035	Хвойный экстракт в брикетах брикеты 100 г Тихвинский лесохимический завод
84064	Шиповника плодов сироп сироп детск. бут. 250 мл ICN Марбиофарм
84168	Шиповника плоды плоды фильтр-пак. 2 г пач.картон. 20 Красногорсклексредства
84628	Шиповника плоды плоды пак.бум. 100 г пач.картон. 1 Травы Башкирии
84654	Хвойный экстракт в брикетах брикеты № 2 Тихвинский лесохимический завод
84872	Шиповника плодов сироп сироп детск. бут. 100 мл Генесс
84901	Шиповника плоды плоды пак.бум. 50 г пач.картон. 1 Адонис
84936	Шиповника плодов сироп сироп детск. бут. 250 мл Генесс
